Hours_Studied,Attendance,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Exam_Score
20,94,Yes,6,97,70
16,67,No,9,99,64
24,61,No,5,94,64
26,64,Yes,7,62,66
24,71,Yes,5,64,66
30,99,Yes,5,70,74
22,82,No,8,79,69
13,75,Yes,6,100,67
28,96,No,4,98,73
16,78,No,6,96,66
25,73,No,6,54,67
29,98,Yes,5,88,75
23,94,Yes,8,94,73
11,94,No,5,67,67
14,80,Yes,6,61,65
28,92,Yes,7,87,71
19,67,Yes,6,55,63
20,83,Yes,6,97,68
25,99,No,6,58,72
24,72,Yes,5,73,67
22,92,No,6,99,71
19,80,No,8,99,67
18,62,Yes,6,89,66
25,91,No,7,92,72
23,67,No,9,98,64
18,85,No,8,96,68
26,63,No,5,81,65
19,98,Yes,8,87,74
15,72,Yes,9,80,65
15,69,Yes,6,75,63
14,65,Yes,5,94,65
18,98,Yes,6,87,70
27,88,Yes,7,93,71
15,90,Yes,8,55,66
21,80,Yes,6,79,69
16,79,Yes,4,66,67
18,64,Yes,5,76,64
11,82,No,8,81,67
19,70,Yes,10,92,67
19,99,No,7,52,70
23,92,No,9,58,71
21,77,Yes,5,96,68
13,66,No,6,98,65
27,91,No,4,53,70
21,65,Yes,8,67,64
21,68,Yes,6,50,67
20,68,No,8,88,63
17,82,Yes,6,84,65
21,91,Yes,10,78,70
23,73,No,10,85,67
10,63,No,4,77,60
17,79,No,8,62,64
18,90,No,6,88,65
22,69,No,8,89,64
27,69,Yes,5,93,67
15,98,Yes,9,98,71
17,98,No,9,87,69
17,100,Yes,5,53,70
15,92,Yes,7,51,69
18,68,Yes,7,87,69
25,68,Yes,8,53,64
14,74,Yes,7,66,63
23,73,No,8,57,67
10,98,No,7,98,66
17,92,Yes,8,66,69
18,89,No,5,53,69
30,67,No,7,97,69
18,96,Yes,9,80,72
7,93,Yes,9,52,65
8,67,Yes,7,92,63
20,95,No,7,58,69
24,71,Yes,9,90,69
22,63,Yes,7,80,64
21,86,Yes,9,59,69
27,86,No,7,88,72
17,64,No,7,73,62
25,73,Yes,5,82,66
10,100,No,5,93,65
15,87,Yes,8,63,69
9,89,No,10,68,65
18,69,Yes,7,100,67
20,63,Yes,7,75,63
21,71,No,9,78,66
20,70,No,8,64,61
14,69,Yes,4,71,64
19,68,Yes,8,75,64
11,83,Yes,5,63,65
28,73,No,7,62,68
18,93,Yes,6,80,69
17,67,No,6,59,61
30,79,No,7,78,72
13,61,Yes,8,85,61
13,79,No,7,60,66
13,62,Yes,9,87,60
20,99,No,9,68,69
23,92,No,9,100,72
24,80,Yes,7,99,69
35,63,Yes,6,90,71
7,84,No,7,67,64
24,90,Yes,9,97,71
17,68,Yes,9,100,64
16,83,Yes,4,73,67
16,93,Yes,7,81,67
15,91,Yes,4,50,66
30,92,Yes,7,52,73
25,95,Yes,6,75,73
20,98,No,6,80,70
28,76,Yes,8,66,70
11,83,Yes,6,55,62
12,92,Yes,7,89,68
7,88,Yes,6,71,65
16,100,Yes,7,82,73
21,61,Yes,8,83,65
21,74,Yes,6,77,66
21,71,Yes,8,59,64
12,70,No,7,81,63
25,69,No,7,66,62
21,88,Yes,6,91,70
24,63,No,8,60,65
9,90,Yes,8,65,64
22,88,No,7,72,70
13,70,No,7,87,62
18,70,No,8,86,67
23,85,No,8,67,66
21,90,Yes,7,76,74
15,95,Yes,9,62,69
20,94,Yes,8,89,70
11,99,No,10,60,68
27,83,No,5,91,70
19,96,Yes,8,97,71
27,92,Yes,9,100,73
17,96,No,9,93,69
17,60,Yes,7,61,61
15,99,Yes,5,71,68
25,79,Yes,9,54,66
16,92,Yes,6,58,67
24,65,Yes,7,52,64
18,76,Yes,10,82,67
8,71,Yes,5,77,61
17,72,No,8,96,65
13,65,Yes,6,73,62
20,92,No,6,82,69
13,60,No,7,70,61
26,73,No,8,91,69
19,67,No,8,96,64
19,84,No,9,72,65
24,70,No,6,54,64
26,70,Yes,5,58,68
20,80,Yes,6,86,67
15,86,Yes,8,66,68
9,65,Yes,7,89,61
16,67,Yes,4,87,69
16,70,Yes,4,85,64
21,99,Yes,7,91,74
18,76,No,8,88,66
24,84,No,6,82,68
16,70,Yes,8,50,65
20,80,Yes,5,76,66
27,63,No,7,80,66
22,61,No,7,98,65
20,79,No,8,83,67
16,76,Yes,5,79,65
16,65,No,5,77,63
15,88,No,8,55,67
17,100,Yes,5,71,70
25,76,Yes,6,57,68
19,85,Yes,9,53,66
12,99,Yes,7,66,67
31,93,No,8,82,72
22,79,Yes,8,93,68
12,89,No,8,91,66
17,65,No,7,65,62
21,80,Yes,6,52,65
30,71,No,10,70,67
13,66,Yes,7,66,62
26,77,Yes,7,69,66
28,65,No,8,78,67
16,88,Yes,6,52,68
18,78,Yes,6,69,66
14,81,No,9,78,68
19,66,No,6,72,62
20,66,No,8,83,64
24,83,No,8,59,68
27,99,Yes,7,58,71
16,64,No,7,65,63
8,71,No,8,55,62
20,95,Yes,7,62,69
22,63,Yes,4,54,62
21,95,Yes,9,70,71
18,81,Yes,6,86,69
21,76,Yes,7,64,66
29,72,No,5,50,64
22,72,No,6,78,65
18,72,No,6,85,68
17,95,No,7,70,69
19,89,Yes,6,65,68
30,87,Yes,10,75,71
19,92,No,7,55,66
20,70,No,8,82,65
17,85,Yes,7,87,68
27,78,No,8,85,72
32,91,Yes,4,66,75
23,72,Yes,6,92,67
20,86,No,6,97,67
20,95,No,6,65,70
6,76,Yes,8,63,64
24,63,Yes,8,85,65
21,81,Yes,7,85,68
23,74,No,7,76,67
16,87,Yes,10,96,66
18,98,No,7,57,69
18,79,No,4,74,64
26,79,Yes,8,52,68
18,86,No,8,53,68
32,64,Yes,9,53,65
23,70,Yes,8,75,65
12,97,Yes,6,79,65
19,87,No,8,50,67
16,61,Yes,7,82,63
7,68,No,9,74,62
30,87,Yes,9,61,73
24,91,Yes,7,51,72
23,94,No,8,58,71
21,72,No,9,80,67
12,97,Yes,7,83,66
17,82,Yes,10,82,68
25,88,Yes,9,58,70
14,84,Yes,6,96,66
5,65,No,7,71,56
19,99,Yes,8,88,71
19,65,No,10,58,64
21,70,No,8,74,65
24,93,Yes,7,76,70
24,85,Yes,9,89,70
22,94,Yes,7,81,71
27,81,Yes,6,70,70
11,75,No,8,64,62
23,97,Yes,6,99,72
24,61,No,10,64,62
13,94,Yes,7,56,67
11,69,Yes,8,65,58
16,94,Yes,6,66,69
16,66,No,9,56,60
25,83,Yes,7,85,72
16,96,No,7,81,66
15,79,Yes,7,66,66
16,90,Yes,5,100,69
27,92,Yes,7,83,70
20,89,Yes,8,85,70
19,97,No,5,78,70
19,78,Yes,9,78,67
28,67,Yes,7,51,67
16,62,No,7,89,59
28,70,Yes,4,96,67
21,66,Yes,7,56,65
19,82,No,5,90,68
35,67,Yes,6,77,71
14,62,No,5,64,61
18,61,Yes,6,96,63
13,93,Yes,7,51,67
26,84,No,7,64,69
30,74,No,8,94,70
30,96,Yes,4,74,69
27,63,Yes,7,80,66
19,99,Yes,7,87,70
18,85,Yes,6,57,67
10,67,No,6,61,61
32,87,Yes,9,100,74
23,91,Yes,10,62,70
17,77,Yes,4,77,66
28,94,Yes,6,65,73
14,66,Yes,5,93,62
22,71,Yes,7,98,65
19,64,No,9,57,62
24,68,Yes,8,80,64
20,70,Yes,7,91,63
11,97,No,7,91,69
20,63,No,7,72,63
26,77,Yes,8,61,67
20,81,No,8,69,65
25,96,No,8,88,71
14,100,Yes,4,100,71
20,90,No,7,78,69
16,99,Yes,7,60,71
24,91,Yes,8,52,68
20,99,Yes,7,97,70
24,88,Yes,8,74,71
27,63,Yes,6,86,68
24,76,No,8,83,69
22,86,Yes,9,95,71
14,74,No,5,63,63
20,71,No,5,72,66
17,83,No,8,96,67
18,97,Yes,7,79,71
18,61,No,9,54,59
14,91,Yes,7,60,67
8,89,No,8,62,66
16,99,Yes,6,100,72
21,97,No,8,61,70
12,90,Yes,8,93,68
20,81,No,6,54,63
31,68,No,9,59,69
26,82,No,4,94,67
30,91,Yes,7,95,75
22,96,Yes,5,59,67
27,92,Yes,5,61,74
16,68,Yes,8,77,66
16,84,Yes,5,53,65
4,73,Yes,5,97,60
27,60,No,8,68,63
29,68,Yes,5,74,69
17,65,No,9,55,64
18,94,Yes,8,52,68
15,70,No,6,73,63
22,71,Yes,8,56,65
27,98,No,4,82,74
10,75,Yes,8,90,65
22,60,Yes,5,52,61
18,71,Yes,6,81,66
21,65,Yes,6,91,67
23,64,Yes,9,72,66
19,63,No,6,98,69
19,84,Yes,7,56,65
19,68,No,6,66,65
26,74,No,6,62,66
23,94,No,5,100,73
21,77,Yes,7,65,64
12,97,Yes,7,69,67
18,80,Yes,8,92,67
25,76,Yes,7,96,68
20,90,Yes,7,97,71
24,63,Yes,8,78,64
31,64,Yes,6,83,67
26,86,No,5,67,68
21,79,Yes,8,80,67
17,92,Yes,6,65,70
5,97,Yes,7,87,64
19,76,Yes,6,65,63
18,84,No,6,94,71
22,80,No,4,57,64
19,99,No,8,79,70
18,93,No,4,76,70
9,96,Yes,9,63,67
14,70,Yes,9,51,62
23,91,No,6,57,69
30,71,No,9,98,69
19,68,No,10,97,62
22,98,No,7,56,70
26,61,Yes,8,69,66
15,99,No,7,73,69
22,66,Yes,9,74,65
16,93,Yes,5,65,66
25,71,Yes,7,96,69
21,74,Yes,8,95,66
22,69,Yes,8,51,65
15,83,Yes,7,83,66
24,74,Yes,9,54,63
33,86,Yes,7,80,72
14,61,Yes,7,93,62
18,63,No,8,82,64
21,64,No,7,73,61
25,77,Yes,7,98,70
17,93,No,6,87,67
3,96,Yes,10,62,66
28,70,Yes,6,69,66
25,83,Yes,8,88,68
10,91,Yes,10,51,67
16,72,No,5,53,65
29,76,Yes,8,93,70
29,81,Yes,7,52,69
26,65,Yes,10,84,68
19,61,No,6,66,61
20,66,Yes,6,91,65
19,85,No,7,92,71
27,63,No,6,98,66
15,68,No,6,55,62
15,74,No,10,71,61
26,63,Yes,7,79,67
20,68,Yes,6,96,66
28,96,No,6,63,71
16,61,Yes,8,54,62
20,86,Yes,8,60,67
14,75,Yes,6,75,64
20,87,No,5,84,68
11,84,Yes,7,85,67
17,69,Yes,7,54,63
11,94,No,6,88,70
24,80,Yes,9,83,67
24,93,Yes,8,70,71
10,76,Yes,7,79,62
28,99,Yes,6,88,75
35,91,Yes,10,63,72
20,99,Yes,5,97,73
16,81,No,6,57,64
37,79,No,6,95,73
12,90,Yes,7,87,66
20,95,No,8,83,69
21,99,Yes,5,54,70
28,73,Yes,6,96,70
22,92,No,8,65,71
17,68,Yes,6,87,64
14,82,No,6,94,71
18,67,Yes,7,62,63
14,74,Yes,6,96,68
20,97,No,7,81,71
17,66,Yes,8,83,65
11,85,Yes,7,96,66
28,84,Yes,9,76,72
17,65,Yes,8,72,65
12,73,No,7,82,60
19,83,No,7,78,67
20,67,No,10,53,65
10,92,Yes,6,59,64
22,99,Yes,7,51,72
14,69,No,6,55,62
30,67,Yes,8,86,67
23,78,Yes,10,50,67
18,90,No,7,65,69
16,71,Yes,7,72,65
19,61,No,7,97,62
24,82,Yes,5,66,69
20,98,No,7,89,72
19,76,Yes,10,70,63
20,77,No,8,55,64
16,99,Yes,9,55,67
18,88,No,9,72,70
7,89,Yes,6,53,64
26,83,No,10,79,69
22,99,No,4,75,72
15,88,Yes,7,85,69
31,96,Yes,4,59,75
21,88,No,4,80,67
14,89,Yes,8,59,67
25,72,No,6,86,66
22,72,Yes,9,65,64
22,91,No,4,81,68
17,72,Yes,7,94,66
23,83,No,5,74,69
18,70,Yes,7,60,65
23,93,Yes,9,94,70
9,64,Yes,10,68,57
17,93,No,8,87,69
30,84,Yes,5,66,70
15,67,Yes,5,65,63
16,82,No,7,82,66
17,71,Yes,6,58,64
13,73,No,8,93,65
7,74,No,10,69,64
19,63,Yes,6,51,62
21,99,Yes,6,65,71
20,61,No,5,89,64
19,86,Yes,7,93,72
20,75,No,7,78,64
26,86,Yes,7,65,71
19,74,Yes,8,76,68
17,87,Yes,8,92,68
18,89,No,7,66,68
23,88,No,7,69,69
28,65,Yes,7,77,67
16,86,No,7,94,66
21,71,Yes,6,79,65
22,61,No,5,60,63
14,77,No,7,54,62
20,77,No,6,55,67
11,79,Yes,8,98,65
9,88,Yes,7,91,66
22,72,No,7,88,66
18,73,Yes,8,75,64
21,62,Yes,5,84,67
20,87,No,10,56,67
14,83,No,4,81,61
20,74,Yes,9,91,66
13,88,Yes,7,53,66
28,81,Yes,6,65,67
12,79,No,5,56,64
19,80,No,6,63,64
14,85,No,7,89,67
23,86,No,7,67,68
18,72,No,9,84,64
17,66,Yes,7,89,63
25,66,Yes,7,91,68
20,86,No,8,94,64
23,95,Yes,7,80,70
14,76,No,7,64,64
12,67,No,7,58,59
21,90,Yes,8,75,71
18,93,Yes,6,55,67
24,95,Yes,6,96,73
20,84,No,8,72,66
21,94,No,5,94,73
10,61,Yes,7,85,62
31,64,No,6,93,69
19,64,No,8,94,66
24,89,Yes,9,53,68
15,63,Yes,6,86,65
22,80,Yes,8,61,67
12,79,Yes,7,99,64
23,72,Yes,6,89,67
18,95,Yes,7,50,66
20,67,No,9,96,68
24,74,Yes,7,65,68
13,91,Yes,9,71,64
16,61,Yes,7,81,63
23,87,No,5,96,72
33,93,No,7,96,75
19,97,No,5,78,71
24,95,No,7,66,71
19,73,Yes,6,64,66
32,83,Yes,10,68,71
10,63,No,9,59,61
21,70,Yes,7,83,65
10,64,No,9,76,58
5,73,Yes,6,89,62
22,95,No,5,55,69
21,74,Yes,8,70,65
18,82,Yes,8,62,69
19,77,Yes,6,77,68
39,78,No,6,73,70
18,99,Yes,8,72,72
23,72,Yes,4,66,66
16,85,Yes,8,86,68
22,77,Yes,7,74,67
19,62,Yes,8,60,61
18,80,Yes,8,77,64
31,93,No,6,80,74
27,64,No,5,51,64
21,63,Yes,9,60,64
6,66,Yes,7,62,61
18,91,Yes,7,62,71
36,89,Yes,8,62,72
19,83,No,6,64,68
27,79,Yes,8,63,69
29,96,No,8,94,74
21,91,Yes,9,66,70
15,92,Yes,9,67,69
5,93,No,7,63,64
24,86,Yes,8,98,71
15,78,Yes,7,77,65
21,95,Yes,7,81,71
13,97,Yes,5,87,71
18,61,Yes,7,67,66
20,62,No,4,98,64
22,98,No,7,58,70
13,71,No,9,73,61
27,95,Yes,8,57,71
16,76,No,7,90,65
10,65,No,7,55,59
19,63,Yes,6,78,63
20,66,Yes,6,55,64
21,70,No,8,73,63
28,80,No,5,64,70
19,88,Yes,5,95,70
19,99,Yes,8,53,72
13,78,No,7,82,65
25,81,Yes,7,85,71
21,81,Yes,7,94,70
17,82,No,10,94,66
9,81,Yes,7,99,64
29,60,No,7,63,64
13,60,No,10,64,59
16,64,Yes,7,70,65
22,64,Yes,10,77,66
13,88,Yes,4,68,67
11,68,Yes,5,87,62
7,96,No,6,50,65
24,97,Yes,8,51,73
17,99,No,10,86,70
38,98,No,6,94,75
14,71,Yes,8,89,66
14,80,No,10,56,65
17,67,No,9,97,64
21,92,No,6,76,70
17,96,Yes,8,87,71
24,94,No,8,60,68
14,77,Yes,6,77,64
12,90,No,8,67,67
9,64,Yes,6,99,65
7,62,Yes,7,74,62
17,90,Yes,5,88,68
18,77,Yes,4,80,66
16,100,Yes,7,55,69
27,64,Yes,7,77,68
27,94,No,5,77,71
18,79,Yes,8,86,68
9,93,Yes,7,66,64
17,93,No,8,93,66
16,97,Yes,8,81,70
16,72,No,9,52,60
16,98,Yes,8,85,69
16,66,Yes,7,95,65
18,63,Yes,7,84,66
16,77,No,10,69,64
21,93,No,8,80,71
22,79,No,7,59,66
15,93,Yes,7,80,66
28,89,No,6,75,68
14,68,No,5,51,63
10,98,Yes,10,66,66
22,62,No,8,60,61
15,96,No,5,70,70
22,72,Yes,7,62,68
6,80,Yes,9,92,65
28,77,No,6,85,69
24,67,Yes,6,87,67
11,74,No,8,68,62
11,68,Yes,8,50,61
30,68,Yes,6,61,70
16,67,Yes,6,88,65
15,80,No,8,80,65
6,92,Yes,5,77,66
18,83,Yes,6,64,66
19,96,Yes,7,54,69
24,85,No,8,89,70
12,88,No,6,52,63
11,87,No,8,53,64
23,78,No,9,65,65
26,88,Yes,6,79,71
11,63,Yes,10,100,61
26,94,Yes,9,55,69
20,91,No,7,74,69
27,70,No,7,80,66
20,91,No,6,91,72
5,61,No,9,84,60
19,69,No,7,90,62
26,63,Yes,5,76,66
15,91,Yes,4,72,69
18,90,No,7,81,69
19,93,No,7,95,71
3,60,Yes,6,78,57
30,80,No,5,80,72
15,88,Yes,4,67,66
23,66,Yes,6,80,66
19,86,No,6,81,70
28,63,No,8,88,67
22,67,Yes,7,79,65
19,79,Yes,9,60,63
15,86,No,8,79,68
25,66,Yes,8,65,63
9,67,Yes,8,54,63
24,68,Yes,5,91,68
13,70,Yes,6,53,60
28,69,No,10,82,67
21,76,Yes,4,99,65
24,86,Yes,7,54,68
20,78,No,8,61,62
9,91,No,4,88,65
15,89,Yes,6,55,66
24,65,Yes,10,92,67
21,62,Yes,7,50,60
27,95,Yes,6,94,74
22,63,Yes,7,53,62
14,66,Yes,6,96,61
15,61,No,10,93,63
21,85,No,6,77,66
6,83,No,6,89,65
30,99,No,5,54,72
23,95,No,7,57,70
27,76,Yes,7,68,71
11,75,Yes,9,77,64
27,72,No,5,93,70
33,66,No,8,77,68
12,66,Yes,7,83,61
25,65,Yes,4,84,68
20,65,No,6,94,64
11,70,Yes,6,89,64
23,72,Yes,10,99,71
25,98,Yes,8,51,72
16,83,Yes,7,60,66
27,100,Yes,4,97,74
10,75,Yes,4,90,65
11,78,No,8,63,64
21,73,Yes,8,99,69
20,67,No,6,93,62
16,66,Yes,7,53,62
25,98,Yes,7,91,72
23,99,No,7,89,73
25,62,No,6,61,64
19,66,No,8,83,65
24,77,Yes,9,99,70
17,67,Yes,6,84,66
32,75,No,5,91,70
15,65,Yes,6,55,63
33,78,No,7,86,69
20,71,Yes,8,60,64
12,74,No,8,54,63
28,64,No,8,78,66
21,77,Yes,8,88,68
25,99,Yes,7,77,97
27,73,No,9,97,67
22,95,No,7,85,71
16,94,Yes,8,56,66
26,98,Yes,7,97,72
20,92,Yes,7,58,70
24,86,Yes,7,88,69
7,94,Yes,9,57,66
23,63,No,7,100,69
16,79,Yes,6,67,65
30,100,No,6,75,75
24,91,No,8,73,70
21,98,Yes,6,55,70
23,91,Yes,7,75,69
14,95,No,7,57,68
30,88,Yes,6,90,73
32,90,Yes,5,98,74
22,81,No,5,90,66
30,97,Yes,6,72,74
17,93,Yes,5,50,67
15,94,Yes,8,52,67
20,87,No,10,75,70
23,72,Yes,6,84,67
18,61,Yes,6,91,80
23,97,Yes,6,80,70
22,83,No,8,99,71
14,72,No,8,75,64
23,66,Yes,7,80,68
25,93,No,5,62,68
21,93,Yes,6,67,69
27,93,Yes,7,84,72
13,86,No,7,80,65
23,75,Yes,7,68,64
13,72,No,8,56,64
13,60,No,5,67,58
16,93,Yes,7,52,69
14,63,No,7,79,61
17,85,Yes,6,66,68
19,80,Yes,6,69,66
25,81,No,8,79,68
18,97,No,5,79,70
10,61,Yes,10,79,62
27,91,No,8,75,71
15,62,No,7,74,61
20,62,Yes,7,91,64
23,77,No,8,73,65
21,63,Yes,6,77,63
27,92,Yes,6,99,74
23,81,No,9,59,68
15,61,Yes,6,86,65
33,62,No,7,74,66
21,85,Yes,6,92,69
19,92,Yes,7,70,69
26,78,No,8,65,70
21,82,Yes,10,60,70
22,92,Yes,6,94,71
35,84,No,5,86,72
18,69,No,7,54,61
18,85,Yes,6,86,68
21,85,Yes,7,52,66
26,89,Yes,8,59,70
11,85,No,10,80,63
8,99,Yes,6,73,68
16,68,Yes,4,92,62
10,98,No,7,80,69
17,82,Yes,8,98,69
23,87,Yes,6,93,72
15,64,Yes,7,67,64
11,75,No,7,92,63
20,91,Yes,7,93,70
25,88,Yes,8,98,69
10,62,No,7,51,61
25,82,No,8,94,70
25,64,Yes,4,53,64
26,100,Yes,6,76,76
27,96,Yes,6,71,73
33,61,Yes,5,96,67
18,94,Yes,7,70,69
21,97,Yes,6,80,72
18,74,No,6,85,66
20,89,Yes,8,51,70
29,78,Yes,7,80,73
12,86,Yes,5,76,68
15,74,No,6,80,66
28,73,Yes,8,54,67
26,77,No,7,53,67
18,66,Yes,9,59,62
25,93,No,8,93,72
22,74,Yes,6,68,65
29,76,Yes,9,72,69
20,96,No,9,70,69
26,80,Yes,4,86,69
36,82,Yes,7,63,69
24,98,Yes,6,53,69
20,95,Yes,7,69,70
24,67,No,6,86,67
18,79,Yes,6,96,69
34,99,Yes,8,53,75
21,75,Yes,5,91,66
18,75,Yes,7,53,63
15,68,Yes,5,67,64
27,65,Yes,9,51,66
25,90,Yes,7,96,72
17,91,No,8,85,71
23,99,Yes,7,68,70
11,91,No,7,69,67
21,70,No,7,82,65
23,62,Yes,9,54,65
30,99,Yes,6,57,73
15,74,Yes,4,92,66
12,72,Yes,6,60,62
15,96,No,5,86,71
12,83,No,8,61,66
28,69,Yes,7,54,65
29,96,Yes,8,95,75
22,100,No,7,95,74
27,63,Yes,7,80,65
21,94,No,7,73,71
19,76,Yes,9,78,65
18,81,Yes,7,70,65
18,97,No,9,88,67
11,99,Yes,9,88,67
22,70,No,7,91,66
20,69,Yes,7,76,67
24,63,No,6,90,66
21,82,No,9,58,65
19,61,Yes,6,52,59
15,76,Yes,6,82,69
20,63,No,7,55,63
24,76,No,5,78,65
13,62,No,6,86,61
21,93,No,9,70,68
21,68,Yes,8,52,65
16,73,No,6,94,61
16,95,Yes,8,52,69
21,90,Yes,10,95,72
13,69,Yes,7,53,59
22,63,No,9,87,63
15,89,Yes,8,96,69
26,76,No,7,95,67
34,91,No,7,95,70
15,78,No,8,94,67
23,74,Yes,6,76,66
16,78,Yes,4,78,68
26,90,Yes,6,81,71
12,96,No,4,95,69
23,62,Yes,6,92,65
15,81,No,4,89,66
19,61,Yes,8,84,66
14,79,No,5,81,67
25,95,Yes,8,96,74
15,74,No,8,60,66
23,97,Yes,8,60,72
18,85,Yes,4,99,69
19,97,No,9,78,68
21,90,Yes,8,74,71
15,64,No,8,93,61
21,69,Yes,10,92,65
29,76,Yes,8,59,71
15,67,Yes,5,59,59
27,80,No,8,90,71
29,79,No,5,89,72
15,98,Yes,7,61,71
11,77,Yes,6,92,61
22,91,No,7,74,67
17,98,No,5,73,67
31,95,No,5,99,74
20,68,No,6,76,66
15,80,Yes,7,57,63
13,74,No,6,64,63
27,76,No,9,67,68
17,74,Yes,8,98,65
20,93,No,8,63,66
26,78,No,6,72,67
17,81,No,5,87,67
20,99,Yes,7,64,70
20,62,Yes,10,85,65
24,80,Yes,7,60,68
24,91,Yes,9,62,70
19,66,No,9,99,66
20,84,Yes,8,68,69
18,70,No,7,86,65
11,95,Yes,6,92,68
22,73,Yes,7,67,65
31,73,Yes,6,68,70
15,84,Yes,7,89,65
15,67,Yes,5,80,67
15,71,No,6,68,64
24,77,No,8,87,68
23,74,Yes,6,93,70
19,81,Yes,6,62,64
14,84,No,6,51,67
21,83,No,7,64,68
11,86,Yes,4,84,67
21,72,Yes,6,96,66
25,65,Yes,8,93,66
12,90,Yes,7,61,66
11,94,Yes,8,94,67
29,70,Yes,4,91,69
16,76,No,6,87,65
27,80,Yes,7,84,68
19,81,No,8,90,67
19,86,Yes,9,93,69
23,62,No,8,91,64
15,89,No,6,56,67
21,62,No,6,86,67
18,79,No,9,92,67
12,93,No,6,59,67
22,78,Yes,5,61,68
18,66,Yes,7,89,65
19,99,No,9,67,70
13,96,No,6,70,68
30,91,Yes,6,69,72
25,76,No,6,61,67
26,67,Yes,8,97,66
18,98,Yes,7,90,68
10,81,No,8,63,64
32,94,Yes,9,55,75
20,74,Yes,5,69,66
16,73,Yes,6,71,67
23,99,No,6,50,71
27,81,No,7,94,68
20,66,Yes,8,93,65
28,69,Yes,6,93,67
26,79,Yes,6,90,66
14,62,No,8,87,60
16,79,No,8,82,64
26,77,Yes,7,98,69
4,91,No,4,86,64
19,74,No,9,82,66
11,99,Yes,7,89,72
17,67,Yes,7,62,60
18,84,Yes,6,98,69
18,64,Yes,6,51,62
17,89,Yes,6,82,70
13,100,Yes,4,54,65
34,93,Yes,6,93,77
31,82,Yes,5,98,71
13,79,No,7,70,66
29,93,No,5,93,74
18,97,No,8,67,70
21,100,No,5,58,69
20,76,No,9,64,64
16,100,Yes,8,65,69
26,66,Yes,5,82,68
21,70,Yes,7,90,63
17,64,Yes,6,60,61
12,71,No,8,54,61
15,91,Yes,10,61,65
10,94,No,9,65,65
20,91,Yes,6,64,69
13,85,Yes,7,61,69
18,81,No,9,73,65
28,88,Yes,8,93,72
27,76,Yes,9,55,69
20,94,Yes,8,93,71
19,87,Yes,7,75,67
31,88,No,7,83,72
23,81,No,5,91,70
18,95,Yes,6,65,68
11,70,No,6,98,66
22,75,No,6,54,68
25,91,Yes,7,76,71
16,80,Yes,7,63,63
22,96,No,7,70,70
18,74,No,8,72,65
19,75,Yes,6,96,70
5,96,Yes,8,72,65
19,79,Yes,9,85,68
26,81,Yes,8,98,69
16,73,Yes,6,75,66
20,71,No,8,70,62
15,86,No,8,99,70
22,65,No,8,91,65
19,95,Yes,9,97,71
14,91,Yes,8,70,68
28,68,Yes,9,85,65
26,88,Yes,7,62,70
16,84,Yes,6,93,69
23,67,Yes,9,97,66
23,71,Yes,6,63,66
24,76,No,10,55,67
10,88,No,9,60,63
26,86,Yes,7,82,70
17,81,No,9,64,65
18,91,No,8,82,70
36,90,Yes,5,68,74
22,85,Yes,6,96,69
18,91,No,7,73,68
7,73,Yes,7,75,64
28,95,No,9,67,73
12,85,Yes,7,54,66
14,93,Yes,5,75,65
18,82,Yes,6,89,66
28,69,No,8,98,67
25,82,No,4,54,67
19,75,Yes,5,90,66
22,88,Yes,6,63,69
16,79,Yes,8,91,69
21,93,No,7,67,68
20,87,No,8,56,64
26,87,Yes,7,81,70
26,69,No,7,95,67
23,99,No,6,59,68
18,94,Yes,8,51,67
24,92,Yes,5,94,73
19,73,Yes,7,85,65
14,81,No,9,90,69
18,65,Yes,6,53,63
21,82,No,5,95,68
25,66,No,4,71,64
19,82,No,8,95,68
13,86,Yes,8,53,66
20,76,No,6,94,65
21,80,Yes,5,84,69
21,95,No,7,78,69
26,64,Yes,9,53,64
26,92,No,5,84,74
16,67,No,9,80,64
16,61,No,4,86,63
14,67,Yes,5,86,64
24,91,Yes,7,72,71
29,76,Yes,8,60,68
18,95,Yes,9,96,72
19,81,Yes,8,96,67
29,61,No,9,61,64
23,89,No,7,82,70
23,64,Yes,6,60,65
13,92,No,9,93,69
24,67,No,9,55,65
14,74,No,8,100,66
13,90,No,8,81,67
18,98,No,9,51,68
16,75,Yes,8,94,65
19,93,No,7,84,68
11,68,Yes,8,85,63
26,92,No,8,64,71
27,86,No,8,67,71
8,68,Yes,7,96,65
26,72,No,8,82,65
15,65,Yes,8,51,61
25,75,Yes,7,66,68
20,68,Yes,6,80,65
20,86,No,9,57,66
19,100,Yes,5,55,69
27,60,No,6,53,65
13,82,No,7,82,65
24,83,No,4,66,70
27,97,No,9,69,70
24,80,Yes,7,53,67
34,82,Yes,9,87,75
17,79,Yes,10,88,65
26,71,Yes,7,91,66
19,62,Yes,9,83,67
27,76,Yes,5,89,67
20,62,No,8,79,62
18,82,Yes,6,75,66
28,72,No,8,63,66
17,81,Yes,8,53,64
12,65,No,7,65,60
17,97,Yes,8,84,70
24,96,No,8,96,72
28,68,Yes,7,63,67
21,74,Yes,10,83,67
28,85,Yes,7,74,72
12,64,Yes,9,81,63
17,74,No,9,50,60
18,70,Yes,4,56,65
19,97,Yes,9,61,72
21,94,No,9,95,70
24,83,Yes,7,52,71
17,81,Yes,8,78,66
